task,occupation,n_ratings,mean_rating,median_rating,max_rating,min_rating,p25_rating,p75_rating
"Participate in financial activities, such as the setting of room rates, the establishment of budgets, and the allocation of funds to departments.",Lodging Managers,18,2.22,2.0,3,1,2.0,3.0
"Time stoplights or other delays, using stopwatches.",Traffic Technicians,18,2.22,2.0,4,1,1.25,3.0
"Provide administrative support for projects by collecting data, providing project documentation, training staff, or performing other general administrative duties.",Environmental Engineers,18,2.17,2.0,3,1,2.0,2.75
"Investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes.",Biochemists and Biophysicists,18,2.11,2.0,4,1,1.25,3.0
"Weigh letters and parcels, compute mailing costs based on type, weight, and destination, and affix correct postage.",Postal Service Clerks,18,2.06,2.0,4,1,1.0,2.75
Provide requested information on students' progress and the development of case plans.,Residential Advisors,18,2.0,2.0,2,2,2.0,2.0
"Establish or maintain cooperative relationships with representatives of community, consumer, employee, or public interest groups.",Public Relations Specialists,18,1.94,2.0,3,1,2.0,2.0
"Plan or participate in library events and programs, such as story time with children.","Library Assistants, Clerical",18,1.94,2.0,3,1,2.0,2.0
Research how characteristics of plants or animals are carried through successive generations.,Biochemists and Biophysicists,18,1.94,2.0,3,1,1.25,2.0
Warn violators of infractions or penalties.,Compliance Officers,18,1.94,2.0,4,1,1.25,2.0
"Record prognosis, treatment, response, and progress in patient's chart or enter information into computer.",Physical Therapists,18,1.89,2.0,3,1,1.0,2.0
"Teach, take continuing education classes, attend conferences or seminars, or conduct research and publish findings to increase understanding of mental, emotional, or behavioral states or disorders.",Psychiatrists,18,1.89,2.0,3,1,1.0,2.0
"Analyze determinants responsible for specific inherited traits, and devise methods for altering traits or producing new traits.",Geneticists,18,1.83,2.0,3,1,1.25,2.0
"Determine genetic composition of animal populations and heritability of traits, using principles of genetics.",Animal Scientists,18,1.83,2.0,3,1,1.0,2.0
"Key commands and data into computer to document and specify scan sequences, adjust transmitters and receivers, or photograph certain images.",Radiologic Technologists and Technicians,18,1.83,2.0,3,1,1.0,2.0
"Administer compensation, benefits, and performance management systems, and safety and recreation programs.",Human Resources Managers,18,1.72,2.0,3,1,1.0,2.0
Identify opportunities for inventory reductions.,Logistics Analysts,18,1.67,1.5,3,1,1.0,2.0
Identify cost-reduction or process-improvement logistic opportunities.,Logistics Engineers,18,1.61,1.5,3,1,1.0,2.0
Arrange for the next of kin to be notified of deaths.,Coroners,18,1.56,2.0,2,1,1.0,2.0
Conduct family medical studies to evaluate the genetic basis for traits or diseases.,Geneticists,18,1.56,1.5,3,1,1.0,2.0
Identify and prioritize energy-saving measures.,Energy Auditors,18,1.5,1.0,3,1,1.0,2.0
"Identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",Energy Auditors,18,1.5,1.0,3,1,1.0,2.0
Provide information concerning the circumstances of death to relatives of the deceased.,Coroners,18,1.5,1.5,2,1,1.0,2.0
Seek new ways to improve efficiency and increase profits.,Budget Analysts,18,1.5,1.0,3,1,1.0,2.0
"Determine causes of abnormal pressure variances, and make corrective recommendations, such as installation of pipes to relieve overloading.",Gas Plant Operators,18,1.44,1.0,2,1,1.0,2.0
"Identify means to reduce costs, minimize risks, or increase efficiency of solar installation projects.",Solar Energy Installation Managers,18,1.44,1.0,3,1,1.0,2.0
"Respond to system or unit abnormalities, diagnosing the cause, and recommending or taking corrective action.",Nuclear Power Reactor Operators,18,1.44,1.0,2,1,1.0,2.0
"Design or conduct tests of new nanotechnology products, processes, or systems.",Nanosystems Engineers,18,1.39,1.0,2,1,1.0,2.0
Consolidate loads with a common destination to reduce costs to individual shippers.,Freight Forwarders,18,1.33,1.0,3,1,1.0,1.75
"Identify opportunities to improve plant electrical equipment, controls, or process control methodologies.",Geothermal Production Managers,18,1.33,1.0,3,1,1.0,1.75
"Plan, design, and improve components of traffic control systems to accommodate current or projected traffic and to increase usability and efficiency.",Traffic Technicians,18,1.33,1.0,3,1,1.0,1.75
"Develop or administer special projects in areas such as pay equity, savings bond programs, day care, and employee awards.",Human Resources Managers,18,1.28,1.0,2,1,1.0,1.75
"Listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage.",Motorcycle Mechanics,18,1.28,1.0,2,1,1.0,1.75
Develop and deliver training on weather topics.,Atmospheric and Space Scientists,18,1.17,1.0,2,1,1.0,1.0
"Examine animal licenses, and inspect establishments housing animals for compliance with laws.",Animal Control Workers,18,1.17,1.0,2,1,1.0,1.0
Design sampling plans or coordinate the field collection of samples such as tissue specimens.,Geneticists,18,1.11,1.0,2,1,1.0,1.0
Perform a variety of tasks during funerals to assist funeral directors and to ensure that services run smoothly and as planned.,Funeral Attendants,18,1.11,1.0,2,1,1.0,1.0
Program and monitor cochlear implants to fit the needs of patients.,Audiologists,18,1.11,1.0,2,1,1.0,1.0
"Maintain databases, mailing lists, telephone networks, and other information to facilitate the functioning of health education programs.",Health Education Specialists,17,3.88,4.0,5,3,4.0,4.0
Select or direct the execution of trades.,Investment Fund Managers,17,3.76,4.0,5,1,2.0,5.0
"Document activities and record information, such as the numbers of applications completed, presentations conducted, and persons assisted.",Health Education Specialists,17,3.29,3.0,4,2,3.0,4.0
Keep records or prepare reports for owner or management concerning visits with clients.,Social and Human Service Assistants,17,3.29,3.0,4,2,3.0,4.0
"Prepare and administer budgets, approve and review expenditures, and prepare financial reports.",Natural Sciences Managers,17,3.12,3.0,4,1,3.0,4.0
Prepare work schedules and station arrangements and keep attendance records.,Gambling Managers,17,2.82,3.0,4,2,2.0,3.0
Prepare reports on academic or institutional data.,"Education Administrators, Postsecondary",17,2.41,2.0,4,1,1.0,4.0
"Coordinate, prepare, or review regulatory submissions for domestic or international projects.",Regulatory Affairs Specialists,17,2.12,2.0,5,1,1.0,3.0
"Record, review, or maintain daily logs, reports, maintenance, and other records associated with geothermal operations.",Geothermal Production Managers,17,2.12,2.0,4,1,1.0,3.0
"Maintain operations records, such as work orders, site inspection forms, or other documentation.",Wind Energy Operations Managers,17,2.06,2.0,4,1,1.0,3.0
"Maintain records of hydroelectric facility operations, maintenance, or repairs.",Hydroelectric Production Managers,17,2.06,2.0,4,1,1.0,3.0
Monitor and maintain records of daily facility operations.,Wind Energy Operations Managers,17,2.06,2.0,4,1,1.0,3.0
"Track and maintain records for wind operations, such as site performance, downtime events, parts usage, or substation events.",Wind Energy Operations Managers,17,2.06,2.0,4,1,1.0,3.0
"Analyze, estimate, or report production costs.",Industrial Engineering Technologists and Technicians,17,1.88,2.0,3,1,1.0,3.0
"Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.",Financial Managers,17,1.82,1.0,4,1,1.0,3.0
"Maintain records of decisions, actions, and progress related to environmental redevelopment projects.",Brownfield Redevelopment Specialists and Site Managers,17,1.82,2.0,4,1,1.0,2.0
Prepare estimate of production costs and production progress reports for management.,Chemical Engineers,17,1.82,2.0,4,1,1.0,2.0
"Participate in conferences, training, continuing education courses, or publish research results to share knowledge of new hearing or speech disorder treatment methods or technologies.",Speech-Language Pathologists,17,1.71,2.0,2,1,1.0,2.0
"Consult site reports, existing artifacts, and topographic maps to identify archeological sites.",Anthropologists and Archeologists,17,1.65,2.0,3,1,1.0,2.0
"Document or otherwise report observations of patient behavior, complaints, or physical symptoms to nurses.",Nursing Assistants,17,1.65,2.0,3,1,1.0,2.0
"Hang, fold, package, and tag finished articles for delivery to customers.","Pressers, Textile, Garment, and Related Materials",17,1.65,2.0,3,1,1.0,2.0
"Conduct and administer fiscal operations, including accounting, planning budgets, authorizing expenditures, establishing rates for services, and coordinating financial reporting.",Medical and Health Services Managers,17,1.59,1.0,4,1,1.0,2.0
"Interpret legal requirements, provide safety information, or recommend compliance procedures to contractors, craft workers, engineers, or property owners.","Inspectors, Testers, Sorters, Samplers, and Weighers",17,1.53,2.0,2,1,1.0,2.0
"Maintain portfolios of marketing campaigns, strategies, and other marketing products or ideas.",Advertising and Promotions Managers,17,1.53,1.0,3,1,1.0,2.0
"Perform healthcare-related tasks, such as monitoring vital signs and medication, under the direction of registered nurses or physiotherapists.",Personal Care Aides,17,1.53,1.0,3,1,1.0,2.0
Advise producers about improved products and techniques that could enhance their animal production efforts.,Animal Scientists,17,1.47,1.0,2,1,1.0,2.0
"Determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",Audio and Video Technicians,17,1.47,1.0,2,1,1.0,2.0
"Observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health.",Nannies,17,1.47,1.0,2,1,1.0,2.0
"Recommend and implement measures to improve worker motivation, work methods, or customer services.",First-Line Supervisors of Passenger Attendants,17,1.41,1.0,3,1,1.0,2.0
"Read work orders, blueprints, plans, datasheets or site drawings to determine work to be done.","Radio, Cellular, and Tower Equipment Installers and Repairers",17,1.35,1.0,3,1,1.0,2.0
"Determine the number, type, and approximate location of microphones needed for best sound recording or transmission quality, and position them appropriately.",Broadcast Technicians,17,1.29,1.0,2,1,1.0,2.0
"Obtain problem descriptions from customers, and prepare cost estimates for repairs.",Outdoor Power Equipment and Other Small Engine Mechanics,17,1.29,1.0,2,1,1.0,2.0
"Review lists of dealers, customers, or station drops and load trucks.",Driver/Sales Workers,17,1.24,1.0,2,1,1.0,1.0
"Determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.",Photographers,17,1.18,1.0,2,1,1.0,1.0
Establish pace of programs and sequences of scenes according to time requirements and cast and set accessibility.,Producers and Directors,17,1.12,1.0,2,1,1.0,1.0
"Estimate or measure light levels, distances, and numbers of exposures needed, using measuring devices and formulas.",Photographers,17,1.12,1.0,2,1,1.0,1.0
"Plan details such as framing, composition, camera movement, sound, and actor movement for each shot or scene.",Producers and Directors,17,1.12,1.0,2,1,1.0,1.0
"Set up service for customers, installing, connecting, testing, or adjusting equipment.",Telecommunications Line Installers and Repairers,17,1.12,1.0,2,1,1.0,1.0
"Compose and frame each shot, applying the technical aspects of light, lenses, film, filters, and camera settings to achieve the effects sought by directors.","Camera Operators, Television, Video, and Film",17,1.06,1.0,2,1,1.0,1.0
"Examine and observe animals to detect signs of illness, disease, or injury.",Animal Caretakers,17,1.06,1.0,2,1,1.0,1.0
Observe animals' physical conditions to detect illness or unhealthy conditions requiring medical care.,Animal Trainers,17,1.06,1.0,2,1,1.0,1.0
